,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,index,pH,residual sugar,sulphates,total sulfur dioxide,type,volatile acidity,quality
255,11.8,0.0289999999999999,0.35,0.99439,8.4,3.0,676,3.02,11.7,0.34,46.0,white,0.32,6
256,10.6,0.067,0.48,0.9967,9.1,26.0,619,3.32,1.8,1.04,46.0,red,0.28,6
257,10.2,0.055,0.36,0.9972,7.1,44.5,3875,3.49,6.8,0.64,234.0,white,0.3,6
258,10.0,0.062,0.32,0.99728,7.3,31.0,2599,3.3,2.1,0.65,54.0,red,0.48,7
259,11.3,0.04,0.32,0.99182,6.3,37.0,1945,3.24,4.2,0.43,117.0,white,0.17,6
260,11.5,0.044,0.29,0.99153,7.8,41.0,4498,3.24,3.15,0.35,117.0,white,0.29,5
261,8.8,0.06,0.17,0.99916,6.3,51.0,1459,3.13,17.75,0.48,190.0,white,0.32,6
262,10.3,0.114,0.54,0.99719,7.2,3.0,3325,3.33,2.1,0.57,9.0,red,0.58,4
263,10.9,0.04,0.37,0.9905,6.3,37.0,5084,3.0,1.1,0.39,114.0,white,0.255,6
264,10.5,0.073,0.25,0.99615,7.7,29.0,4781,3.37,2.6,0.58,63.0,red,0.43,6
265,9.1,0.088,0.49,0.998,7.6,16.0,2385,3.48,2.0,0.64,43.0,red,0.41,5
266,12.1,0.026,0.39,0.99286,6.8,34.0,4782,3.18,9.6,0.35,124.0,white,0.32,6
267,10.5,0.046,0.4,0.99194,8.5,31.0,282,3.0,1.1,0.35,106.0,white,0.2,4
268,11.4,0.04,0.31,0.9953,6.7,10.0,4610,3.46,9.9,0.55,175.0,white,0.31,4
269,10.5,0.036,0.4,0.9951,8.5,24.0,1510,3.02,9.9,0.42,88.0,white,0.23,6
270,10.4,0.0559999999999999,0.57,0.99464,5.6,66.0,2081,3.25,10.7,0.61,171.0,white,0.255,7
271,11.1,0.044,0.29,0.994,7.4,31.0,3109,3.3,5.4,0.5,122.0,white,0.4,8
272,9.4,0.054,0.26,0.9954,6.4,47.0,545,3.12,8.1,0.49,181.0,white,0.23,5
273,10.2,0.0559999999999999,0.34,0.9974,7.7,35.0,3145,3.26,10.0,0.6,178.0,white,0.39,5
274,8.7,0.0559999999999999,0.3,0.99825,7.4,33.0,4063,2.9,13.7,0.44,168.0,white,0.16,7
275,11.0,0.032,0.22,0.99404,6.4,53.0,5480,3.24,7.4,0.58,172.0,white,0.2,6
276,9.4,0.046,0.41,0.99558,6.6,59.0,3523,3.14,7.0,0.48,194.0,white,0.28,5
277,12.3,0.034,0.24,0.99031,6.6,29.0,944,3.1,3.3,0.4,99.0,white,0.34,7
278,10.5,0.043,0.32,0.99236,7.6,23.0,5488,3.06,1.2,0.68,72.0,white,0.27,5
279,11.6,0.049,0.34,0.9922,7.0,12.0,2871,3.25,2.1,0.46,136.0,white,0.2,7
280,9.5,0.046,0.33,0.9983,6.7,31.0,3391,3.36,12.3,0.4,145.0,white,0.24,5
281,9.1,0.042,0.3,0.9954,9.4,26.0,5403,3.15,1.4,0.46,176.0,white,0.16,5
282,9.8,0.036,0.14,0.9944,5.9,34.0,2984,3.17,6.3,0.63,185.0,white,0.37,5
283,9.5,0.084,0.33,0.9968,7.9,15.0,2506,3.2,2.0,0.55,143.0,red,0.5,5
284,9.6,0.031,0.33,0.99692,7.8,47.0,291,3.07,10.4,0.58,194.0,white,0.32,6
285,12.1,0.035,0.36,0.9891,5.1,40.0,2305,3.23,1.3,0.64,78.0,white,0.25,7
286,10.0,0.054,0.45,0.997,7.6,56.0,3459,3.15,11.2,0.47,137.0,white,0.17,5
287,10.0,0.166,0.0,0.99608,7.2,4.0,3101,3.39,2.0,0.52,11.0,red,0.835,5
288,10.1,0.038,0.31,0.9924,5.6,16.0,2912,3.34,1.5,0.58,84.0,white,0.18,6
289,9.8,0.071,0.09,0.99496,7.4,19.0,2701,3.22,1.5,0.53,117.0,white,0.56,5
290,9.4,0.08,0.3,0.99693,7.1,35.0,1866,3.44,1.6,0.5,70.0,red,0.36,5
291,13.6,0.04,0.3,0.99021,7.1,49.0,2639,3.17,6.2,0.27,139.0,white,0.37,6
292,10.1,0.054,0.32,0.99266,6.2,27.0,1450,3.3,1.3,0.43,183.0,white,0.3,5
293,9.8,0.088,0.66,1.001,12.6,10.0,178,3.17,2.6,0.68,41.0,red,0.38,6
294,10.0,0.088,0.27,0.9962,8.2,7.0,1329,3.26,2.1,0.47,23.0,red,0.915,4
295,10.4,0.046,0.22,0.9929,6.3,31.0,5465,3.39,1.8,0.54,140.0,white,0.495,6
296,10.0,0.093,0.08,0.9956,7.0,10.0,186,3.4,2.0,0.47,19.0,red,0.78,5
297,11.8,0.038,0.32,0.99074,6.4,40.0,259,3.32,1.9,0.53,118.0,white,0.23,7
298,12.0,0.039,0.38,0.98972,6.1,37.0,2997,3.2,1.5,0.43,122.0,white,0.21,6
299,10.1,0.048,0.22,0.9957,6.0,42.0,3612,3.2,12.15,0.46,163.0,white,0.28,5
300,9.5,0.047,0.37,0.99542,6.3,58.0,128,3.19,7.9,0.48,215.0,white,0.27,6
301,9.4,0.077,0.04,0.9987,6.9,7.0,1940,3.69,3.0,0.91,27.0,red,0.54,6
302,11.6,0.077,0.49,0.9963,10.0,11.0,1924,3.23,2.7,0.63,19.0,red,0.44,7
303,9.5,0.091,0.63,1.0004,12.3,6.0,3719,3.16,2.3,0.49,18.0,red,0.39,5
304,10.1,0.092,0.49,0.9971,7.6,25.0,5479,3.31,2.7,0.61,60.0,red,0.29,6
305,11.9,0.045,0.45,0.99064,7.0,40.0,4181,3.16,2.3,0.48,118.0,white,0.25,7
306,12.9,0.032,0.32,0.99188,6.7,29.0,4912,3.13,9.0,0.65,113.0,white,0.35,7
307,13.0,0.034,0.29,0.99056,6.7,29.0,3834,3.29,4.75,0.46,134.0,white,0.47,7
308,10.4,0.0819999999999999,0.12,0.99865,9.6,30.0,2705,3.3,2.9,0.64,74.0,red,0.77,6
309,11.5,0.05,0.34,0.9937,7.7,36.0,176,3.19,6.4,0.7,163.0,white,0.26,6
310,11.3,0.032,0.29,0.99159,5.9,68.0,5336,3.21,4.6,0.38,137.0,white,0.18,6
311,9.3,0.061,0.27,0.99772,7.2,46.0,4943,2.99,11.2,0.59,149.0,white,0.19,6
312,11.0,0.031,0.3,0.99095,6.6,13.0,400,3.17,1.1,0.58,73.0,white,0.17,6
313,9.0,0.062,0.49,0.9989,7.6,50.0,2070,3.22,13.4,0.53,191.0,white,0.31,4
314,9.5,0.068,0.08,0.99651,6.8,28.0,1061,3.42,1.9,0.82,38.0,red,0.62,6
315,9.5,0.044,0.24,0.9972,5.8,41.0,4407,3.34,13.3,0.42,137.0,white,0.25,5
316,10.8,0.07,0.05,0.99562,6.8,6.0,3188,3.51,2.0,0.66,14.0,red,0.81,6
317,10.3,0.045,0.25,0.99329,7.3,32.0,5305,3.18,2.5,0.54,122.0,white,0.3,5
318,9.0,0.035,0.32,0.99666,6.7,18.0,3616,2.88,12.5,0.36,156.0,white,0.16,6
319,9.0,0.094,0.51,0.99776,7.6,58.0,1689,2.91,11.7,0.51,181.0,white,0.37,5
320,11.0,0.067,0.47,0.99549,6.0,18.0,4357,3.39,3.6,0.66,42.0,red,0.31,6
321,12.2,0.079,0.03,0.9963,6.6,6.0,4907,3.52,7.8,0.5,12.0,red,0.8,5
322,9.5,0.08,0.3,0.9969,7.3,33.0,3577,3.41,1.7,0.65,79.0,red,0.4,6
323,11.4,0.073,0.17,0.99425,6.2,7.0,2524,3.61,1.6,0.54,11.0,red,0.46,5
324,9.8,0.053,0.26,0.99699,7.4,55.0,1231,3.11,11.8,0.6,173.0,white,0.27,5
325,10.5,0.034,0.23,0.9952,5.3,48.0,1730,3.82,5.15,0.51,160.0,white,0.26,7
326,13.0,0.027,0.2,0.98886,5.2,27.0,5282,3.56,2.4,0.45,117.0,white,0.31,7
327,8.9,0.0409999999999999,0.44,0.99505,6.1,61.0,1447,3.12,6.7,0.4,230.0,white,0.27,5
328,10.8,0.06,0.06,0.9962,6.8,11.0,4256,3.41,6.0,0.59,18.0,red,0.59,7
329,10.3,0.036,0.32,0.9952,7.8,34.0,5073,3.17,9.0,0.39,115.0,white,0.28,7
330,11.4,0.1669999999999999,0.49,0.9914,6.7,20.0,3200,3.11,1.6,0.5,94.0,white,0.33,6
331,10.2,0.143,0.12,0.9964,7.7,7.0,3259,3.35,2.2,0.65,23.0,red,0.915,7
332,10.5,0.046,0.32,0.99452,6.8,47.0,5219,3.08,8.6,0.52,159.0,white,0.23,6
333,10.4,0.064,0.42,0.99758,11.1,14.0,2177,3.25,2.2,0.57,19.0,red,0.44,6
334,12.9,0.03,0.3,0.9892,6.7,18.0,2879,3.16,1.2,0.6,76.0,white,0.64,4
335,8.7,0.05,0.27,0.9984,7.4,25.0,4273,2.9,15.5,0.43,135.0,white,0.16,7
336,9.5,0.057,0.0,0.99448,6.0,15.0,1272,3.36,1.4,0.45,26.0,red,0.5,5
337,10.6,0.0279999999999999,0.39,0.99156,5.3,40.0,1129,3.57,1.0,0.59,101.0,white,0.16,6
338,9.5,0.044,0.52,0.99548,6.6,53.0,3700,3.18,8.1,0.48,202.0,white,0.27,5
339,11.6,0.038,0.29,0.9932,6.7,54.0,3235,3.33,6.8,0.46,127.0,white,0.24,7
340,10.8,0.077,0.02,0.99557,7.5,11.0,3435,3.36,2.6,0.62,35.0,red,0.57,6
341,9.5,0.07,0.18,0.99768,7.3,12.0,1507,3.52,2.1,0.73,28.0,red,0.51,6
342,12.9,0.026,0.28,0.9898,6.0,54.0,3278,3.43,2.2,0.65,126.0,white,0.25,8
343,10.4,0.0409999999999999,0.32,0.99524,5.7,43.0,750,3.23,12.2,0.53,127.0,white,0.25,7
344,10.5,0.114,0.46,0.99647,7.4,7.0,574,3.32,2.2,0.63,20.0,red,0.47,5
345,9.7,0.042,0.22,0.9954,7.4,26.0,4276,2.86,10.7,0.36,81.0,white,0.24,6
346,11.4,0.042,0.34,0.99052,6.0,63.0,1901,3.44,2.0,0.42,123.0,white,0.21,6
347,12.6,0.037,0.28,0.99148,7.3,26.0,3030,3.16,6.5,0.58,97.0,white,0.4,7
348,10.5,0.051,0.25,0.99382,7.3,41.0,5209,3.53,1.4,0.66,107.0,white,0.19,7
349,8.5,0.06,0.49,1.00196,7.6,30.0,3725,3.01,20.15,0.44,145.0,white,0.28,5
350,9.4,0.19,0.0,0.99676,7.0,12.0,4056,3.31,2.0,0.6,45.0,red,0.57,6
351,12.0,0.035,0.29,0.9939,8.2,37.0,2171,3.16,7.6,0.34,122.0,white,0.36,5
352,8.8,0.037,0.48,0.99808,7.4,61.5,1594,3.02,12.8,0.34,182.0,white,0.29,5
353,11.4,0.031,0.42,0.9917,8.2,30.0,3176,3.09,1.8,0.39,93.0,white,0.28,5
354,9.2,0.071,0.2,1.0015,10.0,13.0,2870,3.16,11.0,0.69,50.0,red,0.49,6
355,10.4,0.045,0.28,0.9954,7.0,37.0,4816,3.25,8.7,0.54,222.0,white,0.21,6
356,12.0,0.0289999999999999,0.32,0.99011,6.0,48.0,1595,3.15,3.8,0.34,180.0,white,0.26,6
357,14.0,0.027,0.47,0.9907,5.8,12.0,5160,3.38,7.5,0.45,88.0,white,0.39,6
358,10.2,0.048,0.49,0.9987,9.0,52.0,1571,3.31,10.4,0.44,195.0,white,0.22,6
359,9.4,0.0819999999999999,0.26,0.9978,9.4,23.0,2751,3.28,2.4,0.55,143.0,red,0.685,5
360,10.9,0.033,0.3,0.99225,5.9,28.0,1475,3.39,2.0,0.69,92.0,white,0.24,7
361,9.3,0.049,0.32,0.9981,6.3,38.0,33,3.47,10.6,0.59,209.0,white,0.4,6
362,10.9,0.0289999999999999,0.31,0.99276,7.5,53.0,3581,3.03,6.5,0.38,160.0,white,0.18,6
363,9.4,0.038,0.39,0.9959,6.5,61.0,3886,3.19,7.8,0.5,219.0,white,0.3,5
364,12.6,0.034,0.33,0.9899,6.9,48.0,5326,3.25,1.8,0.41,136.0,white,0.21,7
365,11.3,0.044,0.29,0.9918,7.3,12.0,3881,3.2,1.2,0.48,143.0,white,0.18,7
366,8.8,0.038,0.53,0.9955,6.4,59.0,3791,3.03,6.6,0.42,234.0,white,0.25,5
367,11.5,0.0289999999999999,0.29,0.99112,6.6,43.0,3282,2.93,5.35,0.43,106.0,white,0.21,7
368,12.1,0.115,0.48,0.9918,6.4,29.0,2734,3.24,2.2,0.58,104.0,white,0.225,6
369,10.2,0.079,0.49,0.9993,12.3,28.0,4133,3.2,3.1,0.8,46.0,red,0.27,6
370,8.7,0.046,0.31,1.0,6.8,40.0,2049,3.3,18.3,0.41,142.0,white,0.24,5
371,9.1,0.053,0.24,0.9958,7.5,8.0,1064,3.14,4.6,0.5,134.0,white,0.32,3
372,9.5,0.092,0.42,0.9959,7.7,8.0,1434,3.23,1.9,0.59,86.0,red,0.775,5
373,9.0,0.051,0.3,0.99835,6.6,33.0,1664,3.04,14.9,0.54,118.0,white,0.23,6
374,9.4,0.054,0.32,0.9962,7.1,64.0,2575,3.4,9.6,0.41,162.0,white,0.12,5
375,10.4,0.075,0.3,0.9959,7.8,8.0,3167,3.31,1.9,0.56,22.0,red,0.5,6
376,10.8,0.042,0.34,0.99278,7.2,16.0,4586,2.99,6.4,0.4,111.0,white,0.17,6
377,9.4,0.0819999999999999,0.12,0.997,7.8,7.0,2186,3.37,2.0,0.5,28.0,red,0.56,6
378,8.0,0.0409999999999999,0.23,0.99688,4.2,64.0,4254,3.42,5.1,0.44,157.0,white,0.215,3
379,11.5,0.091,0.0,0.99488,7.1,9.0,267,3.42,2.1,0.55,14.0,red,0.59,7
380,11.3,0.025,0.29,0.99159,6.7,37.0,1843,3.31,2.8,0.63,107.0,white,0.3,7
381,12.7,0.049,0.37,0.99007,8.0,36.0,10,2.89,0.9,0.44,109.0,red,0.18,6
382,10.9,0.032,0.28,0.9914,7.2,30.0,1867,3.1,1.9,0.39,92.0,white,0.24,6
383,12.2,0.032,0.21,0.9889,6.2,31.0,1105,2.97,1.1,0.42,111.0,white,0.3,6
384,9.8,0.0409999999999999,0.21,0.99441,5.8,48.0,1088,3.16,7.2,0.49,146.0,white,0.34,5
385,11.2,0.039,0.29,0.99114,6.2,24.0,1723,3.27,1.6,0.5,92.0,white,0.21,6
386,9.3,0.045,0.3,0.99469,5.7,26.0,378,3.32,5.4,0.45,105.0,white,0.14,5
387,12.0,0.079,0.36,0.99615,9.2,11.0,379,3.33,2.2,0.86,31.0,red,0.31,7
388,12.5,0.024,0.44,0.98935,6.3,36.0,727,3.18,1.7,0.4,116.0,white,0.25,6
389,12.3,0.034,0.27,0.99175,7.7,27.0,5097,3.21,4.5,0.59,95.0,white,0.4,8
390,11.8,0.066,0.34,0.9947,7.7,15.0,5069,3.37,2.7,0.78,58.0,red,0.18,6
391,10.1,0.059,0.24,0.99773,5.7,23.0,3706,3.3,17.8,0.5,124.0,white,0.26,5
392,9.5,0.107,0.15,0.99593,7.1,20.0,2392,3.19,1.8,0.5,84.0,red,0.755,5
393,9.5,0.044,0.74,0.9972,6.5,68.0,5338,3.18,13.3,0.54,224.0,white,0.26,6
394,10.1,0.067,0.4,0.9957,8.7,17.0,3970,3.27,1.5,0.57,100.0,white,0.45,6
395,9.3,0.052,0.48,0.9979,6.3,57.0,1910,3.17,12.6,0.52,222.0,white,0.67,6
396,10.5,0.0559999999999999,0.3,0.9945,7.0,31.0,4219,3.47,5.0,0.42,122.0,white,0.13,6
397,11.2,0.037,0.49,0.9943,8.1,26.0,5196,3.1,8.1,0.3,174.0,white,0.3,7
398,11.3,0.042,0.42,0.99059,6.8,51.0,826,3.18,1.1,0.74,132.0,white,0.11,7
399,9.5,0.047,0.4,0.99573,7.2,52.0,4212,3.18,6.3,0.53,172.0,white,0.26,6
400,11.8,0.104,0.46,0.99664,10.4,6.0,2913,3.12,2.1,0.65,10.0,red,0.38,7
401,9.7,0.031,0.24,0.9958,6.3,32.0,4364,3.39,8.45,0.57,172.0,white,0.28,7
402,9.2,0.043,0.34,0.9964,6.7,31.0,1003,3.22,8.9,0.6,172.0,white,0.47,5
403,9.8,0.051,0.4,0.9932,7.1,55.0,4489,3.3,1.2,0.96,136.0,white,0.14,7
404,10.9,0.079,0.06,0.99628,7.8,20.0,4556,3.4,1.9,0.69,35.0,red,0.7,5
405,9.2,0.048,0.37,0.9995,7.4,43.0,3019,3.03,16.95,0.42,190.0,white,0.2,6
406,10.1,0.098,0.25,0.9964,6.9,5.0,2692,3.41,2.4,0.6,16.0,red,0.36,6
407,10.8,0.037,0.29,0.99214,5.9,69.0,2902,3.13,4.2,0.74,144.0,white,0.22,7
408,12.2,0.027,0.49,0.99,7.1,26.0,3814,3.3,1.5,0.33,126.0,white,0.34,7
409,13.5,0.033,0.3,0.98894,6.5,39.0,643,3.22,2.2,0.53,107.0,white,0.37,7
410,11.5,0.05,0.28,0.99326,6.9,43.0,3726,3.22,7.8,0.6,116.0,white,0.22,8
411,8.8,0.043,0.33,0.9994,7.0,47.0,3124,3.34,14.6,0.67,168.0,white,0.28,6
412,12.2,0.0289999999999999,0.47,0.99,6.2,23.0,2626,3.26,1.4,0.42,81.0,white,0.16,6
413,9.5,0.067,0.14,0.9969,8.8,10.0,1,3.19,2.4,0.59,42.0,red,0.61,5
414,10.3,0.068,0.28,0.99682,7.1,6.0,3256,3.24,2.8,0.53,16.0,red,0.48,5
415,11.5,0.03,0.47,0.9933,5.9,19.0,4341,3.52,7.85,0.43,133.0,white,0.3,7
416,12.8,0.035,0.28,0.98868,6.3,18.0,3560,3.1,2.5,0.47,73.0,white,0.36,7
417,10.5,0.06,0.31,0.9963,7.3,34.0,1177,3.72,1.7,0.69,110.0,white,0.205,6
418,10.5,0.074,0.78,0.99677,5.6,23.0,3169,3.39,13.9,0.48,92.0,red,0.31,6
419,9.4,0.08,0.0,0.99765,7.3,18.0,2196,3.41,2.2,0.6,28.0,red,0.735,5
420,9.1,0.035,0.27,0.99602,6.2,46.0,2124,3.12,11.0,0.38,116.0,white,0.15,6
421,9.5,0.064,0.19,0.99297,6.5,36.0,1246,3.05,1.1,0.5,191.0,white,0.22,6
422,12.7,0.018,0.34,0.9898,6.9,57.0,3198,3.28,4.2,0.36,119.0,white,0.36,9
423,11.2,0.038,0.22,0.99184,6.2,44.0,585,3.22,5.25,0.4,145.0,white,0.36,6
424,10.7,0.033,0.0,0.99551,6.7,32.0,1579,3.15,13.0,0.5,75.0,white,0.66,6
425,13.5,0.013,0.12,0.99246,4.8,4.0,4730,3.32,1.1,0.36,10.0,white,0.65,4
426,8.7,0.05,0.27,0.9984,7.4,25.0,2153,2.9,15.5,0.43,135.0,white,0.16,7
427,12.1,0.073,0.41,0.99658,8.8,7.0,2622,3.3,5.9,0.62,13.0,red,0.33,7
428,8.8,0.0559999999999999,0.41,0.9995,6.7,75.0,1027,3.2,15.6,0.44,155.0,white,0.19,6
429,9.5,0.057,0.04,0.99525,6.8,5.0,1496,3.42,1.5,0.6,10.0,red,0.61,5
430,11.4,0.022,0.3,0.99099,6.3,38.0,5013,3.42,1.4,0.57,100.0,white,0.15,7
431,12.3,0.043,0.32,0.9897,5.7,28.0,2558,3.31,1.4,0.5,93.0,white,0.33,6
432,11.5,0.036,0.37,0.9911,6.5,48.0,5478,3.41,1.0,0.51,114.0,white,0.13,8
433,12.5,0.027,0.26,0.99228,7.0,37.0,3047,3.06,9.2,0.34,122.0,white,0.22,8
434,9.0,0.054,0.34,1.0008,7.6,44.0,1577,3.22,18.35,0.55,197.0,white,0.32,5
435,9.6,0.057,0.42,0.9955,6.7,25.0,2988,3.16,6.4,0.45,148.0,white,0.31,5
436,11.4,0.034,0.36,0.9913,8.6,15.0,917,2.95,1.2,0.36,80.0,white,0.265,7
437,11.3,0.118,0.15,0.9954,6.8,13.0,250,3.42,1.8,0.67,20.0,red,0.67,6
438,9.3,0.063,0.48,0.9998,10.3,6.0,634,3.12,2.5,0.59,25.0,red,0.53,6
439,11.2,0.042,0.36,0.9941,7.8,38.0,811,3.26,7.0,0.37,161.0,white,0.29,8
440,12.2,0.036,0.05,0.99269,7.0,19.0,3027,3.26,8.0,0.46,164.0,white,0.55,6
441,11.6,0.034,0.28,0.9921,6.3,45.0,2427,3.29,6.3,0.46,152.0,white,0.37,7
442,12.0,0.039,0.33,0.99008,6.5,36.0,1859,3.22,1.5,0.65,110.0,white,0.2,6
443,12.1,0.037,0.36,0.98968,6.9,40.0,4800,3.08,0.9,0.36,156.0,white,0.3,6
444,9.7,0.098,0.4,1.0006,10.0,10.0,3034,3.48,2.9,0.91,26.0,red,0.29,5
445,9.3,0.049,0.33,0.9927,5.7,28.0,4105,3.13,1.1,0.42,150.0,white,0.245,5
446,9.3,0.08,0.16,0.9955,6.3,11.0,3181,3.34,1.4,0.56,23.0,red,0.39,5
447,9.5,0.094,0.18,0.99474,7.1,27.0,3957,2.9,6.3,0.49,166.0,white,0.33,5
448,9.7,0.064,0.29,0.99737,7.1,56.0,2950,3.16,15.5,0.41,115.5,white,0.13,7
449,9.2,0.038,0.48,0.9982,7.6,44.0,1353,3.04,13.5,0.48,116.0,white,0.36,5
450,9.8,0.062,0.2,0.99461,7.2,52.0,2867,3.17,5.8,0.44,203.0,white,0.34,6
451,9.2,0.052,0.39,0.99888,6.5,22.0,210,3.11,17.3,0.47,126.0,white,0.24,6
452,12.2,0.034,0.26,0.99119,6.7,39.0,891,2.99,7.9,0.3,123.0,white,0.36,7
453,12.3,0.026,0.3,0.99144,6.9,35.0,2491,3.0,8.2,0.37,112.0,white,0.29,6
454,9.5,0.084,0.04,0.9978,7.7,25.0,1173,3.34,3.8,0.53,45.0,red,0.62,5
455,11.7,0.023,0.43,0.99067,7.1,33.0,627,3.11,1.3,0.56,132.0,white,0.17,6
456,12.6,0.024,0.27,0.9893,6.1,13.0,238,3.21,1.7,0.51,76.0,white,0.29,7
457,12.4,0.04,0.39,0.9925,7.3,45.0,4251,3.3,5.2,0.47,163.0,white,0.34,6
458,11.4,0.053,0.24,0.993,6.9,6.0,4337,3.23,1.8,0.7,121.0,white,0.25,5
459,10.4,0.039,0.24,0.9934,6.7,6.0,3353,3.41,1.1,0.32,62.0,white,0.62,5
460,9.4,0.089,0.18,0.99738,8.8,12.0,4207,3.14,2.9,0.54,74.0,red,0.59,5
461,9.0,0.047,0.17,0.9983,6.8,49.0,668,3.21,13.9,0.51,162.0,white,0.28,6
462,13.05,0.024,0.32,0.98823,5.6,29.0,2093,3.2,1.2,0.46,97.0,white,0.22,7
463,11.8,0.033,0.3,0.9906,6.3,16.0,193,3.28,1.8,0.4,91.0,white,0.23,6
464,9.3,0.122,0.49,1.001,8.5,34.0,5198,3.31,6.1,1.14,151.0,red,0.655,5
465,9.1,0.0559999999999999,0.36,1.0,7.4,72.0,1741,3.42,13.1,0.35,163.0,white,0.18,6
466,9.4,0.071,0.45,0.9991,9.9,16.0,2651,3.39,2.3,0.62,40.0,red,0.54,5
467,10.6,0.038,0.31,0.9945,8.4,29.0,3389,3.1,6.7,0.32,132.0,white,0.17,7
468,11.8,0.055,0.34,0.9927,8.8,33.0,5289,2.95,5.9,0.51,128.0,white,0.39,6
469,12.9,0.042,0.32,0.99172,6.3,18.0,3905,3.28,8.8,0.33,106.0,white,0.43,7
470,11.7,0.063,0.33,0.99516,9.1,13.0,2484,3.26,2.05,0.84,27.0,red,0.29,7
471,10.6,0.018,0.23,0.99178,6.2,18.0,3566,3.05,1.2,0.28,128.0,white,0.23,5
472,9.2,0.04,0.39,0.9965,7.6,45.0,1737,3.11,7.6,0.53,215.0,white,0.34,6
473,12.3,0.047,0.44,0.991,7.2,51.0,315,3.01,4.2,0.76,144.0,white,0.34,6
474,10.5,0.09,0.5,0.99734,11.3,20.0,3350,3.15,1.8,0.57,47.0,red,0.37,5
475,13.5,0.0279999999999999,0.33,0.99012,6.2,21.0,1657,3.36,5.4,0.41,75.0,white,0.2,7
476,11.8,0.064,0.01,0.99371,7.7,31.0,294,3.41,2.1,0.57,43.0,red,0.715,6
477,9.4,0.033,0.17,0.99754,6.9,59.0,2602,3.08,12.9,0.49,186.0,white,0.4,5
478,12.2,0.128,0.53,0.9992,11.9,7.0,293,3.17,3.4,0.84,21.0,red,0.695,7
479,9.1,0.05,0.3,0.99652,7.2,40.0,2839,3.15,8.1,0.49,188.0,white,0.3,6
480,8.8,0.047,0.23,0.99906,6.6,37.0,5253,3.08,17.3,0.46,118.0,white,0.22,6
481,9.9,0.11,0.28,0.9972,8.6,20.0,2089,2.93,1.9,1.95,136.0,red,0.49,6
482,9.4,0.045,0.41,0.9952,6.4,61.0,3629,3.09,6.8,0.46,216.0,white,0.28,5
483,12.4,0.026,0.23,0.9896,6.8,31.0,1798,3.1,3.3,0.4,99.0,white,0.32,6
484,10.0,0.065,0.0,0.9946,7.3,15.0,2137,3.39,1.2,0.47,21.0,red,0.65,7
485,10.4,0.046,0.68,0.9948,9.2,22.0,325,3.02,1.6,0.45,130.0,white,0.15,6
486,12.2,0.033,0.34,0.98974,7.1,27.0,1599,3.24,1.0,0.41,73.0,white,0.15,6
487,9.3,0.042,0.3,0.9946,5.7,19.0,2700,3.31,4.6,0.42,101.0,white,0.135,6
488,13.0,0.032,0.28,0.9889,6.8,38.0,1932,3.19,1.2,0.41,131.0,white,0.33,6
489,10.0,0.049,0.5,0.9927,5.7,17.0,3541,3.22,2.6,0.64,155.0,white,0.32,6
490,10.2,0.0409999999999999,0.21,0.99225,6.4,35.0,5037,3.15,1.2,0.46,136.0,white,0.39,5
491,10.4,0.033,0.49,0.9923,8.2,28.0,2579,3.0,1.1,0.68,81.0,white,0.18,7
492,8.8,0.053,0.44,1.0006,8.1,43.0,1261,3.28,14.1,0.75,145.0,white,0.17,8
493,10.4,0.044,0.32,0.9962,7.4,17.0,5261,3.32,7.1,0.41,117.0,white,0.45,4
494,11.8,0.023,0.38,0.99112,7.5,42.0,1072,3.28,1.1,0.53,104.0,white,0.13,6
495,11.6,0.06,0.27,0.99252,6.8,14.0,4245,3.27,5.2,0.57,169.0,white,0.34,6
496,10.8,0.045,0.3,0.9914,7.0,44.0,1905,2.99,1.8,0.45,142.0,white,0.34,6
497,12.1,0.033,0.32,0.99192,6.6,59.0,2471,3.19,6.0,0.71,128.0,white,0.15,8
498,13.0,0.032,0.28,0.98946,5.8,46.0,1654,3.16,4.3,0.57,115.0,white,0.32,8
499,11.2,0.045,0.28,0.9913,5.7,57.0,3755,3.22,3.7,0.27,151.0,white,0.15,6
500,11.2,0.038,0.22,0.99184,6.2,44.0,2327,3.22,5.25,0.4,145.0,white,0.36,6
501,11.2,0.059,0.45,0.9972,8.3,32.0,1112,3.33,7.8,0.77,139.0,white,0.28,6
502,9.1,0.049,0.53,0.99792,7.9,63.0,1831,2.94,12.9,0.45,139.0,white,0.36,5
503,10.8,0.03,0.36,0.99201,5.9,12.0,151,3.22,2.5,0.48,73.0,white,0.44,6
504,8.7,0.0409999999999999,0.78,0.99838,7.5,53.0,3049,2.98,12.1,0.44,161.0,white,0.28,5
505,11.2,0.042,0.74,0.9934,8.8,15.0,3443,3.02,3.2,0.51,126.0,white,0.23,6
506,11.2,0.027,0.26,0.9924,6.9,46.0,1255,3.25,5.0,0.43,143.0,white,0.33,7
507,9.7,0.038,0.32,0.9966,7.5,54.0,4560,3.04,9.2,0.56,191.0,white,0.23,6
508,11.7,0.0289999999999999,0.44,0.9913,5.8,5.0,4058,3.53,3.5,0.43,109.0,white,0.24,3
509,9.1,0.0559999999999999,0.25,0.9955,6.1,44.0,338,3.19,6.9,0.4,201.0,white,0.28,6
510,10.2,0.04,0.38,0.9942,8.8,39.0,4982,3.16,1.8,0.67,148.0,white,0.17,6
